,maker_num,model_num,detail_num,cost,exchange
10927,97,114,114,274398,"Rear bumper:coating,exchange"
10928,1,20,20,482798,"Rear bumper:coating,exchange"
10929,97,99,164,312098,"Rear bumper:coating,exchange"
10930,1,15,39,25200,Wheel:exchange
10931,97,114,114,303438,"Rear bumper:coating,exchange"
10932,1,1,1,266478,"Rear bumper:coating,exchange"
10933,97,114,114,269018,"Rear bumper:coating,exchange"
10934,97,150,152,220218,"Rear bumper:coating,exchange"
10935,1,14,35,198808,"Rear bumper:coating,exchange"
10936,1,13,42,268398,"Front bumper:exchange,coating"
10937,1,4,5,283098,"Rear bumper:coating,exchange"
10938,97,99,99,356678,"Front bumper:exchange,coating"
10939,1,15,39,239728,"Front bumper:exchange,coating"
10940,1,14,37,206208,"Front bumper:exchange,coating"
10941,1,15,39,241998,"Front bumper:exchange,coating"
10942,1,30,30,277898,"Rear bumper:coating,exchange"
10943,1,22,22,184718,"Front bumper:exchange,coating"
10944,97,99,165,321678,"Front bumper:exchange,coating"
10945,97,162,162,269218,"Rear bumper:coating,exchange"
10946,1,1,1,274498,"Rear bumper:coating,exchange"
10947,1,13,42,276258,"Front bumper:exchange,coating"
10948,1,30,30,463120,Wheel:exchange
10949,97,105,130,639840,Wheel:exchange
10950,1,8,34,263398,"Front bumper:exchange,coating"
10951,97,99,99,312358,"Rear bumper:coating,exchange"
10952,1,8,34,872920,Wheel:exchange;Wheel:exchange
10953,97,150,152,245818,"Rear bumper:coating,exchange"
10954,97,118,118,467188,"Rear bumper:coating,exchange"
10955,1,15,40,235198,"Front bumper:exchange,coating"
10956,97,144,145,242468,"Front bumper:exchange,coating"
10957,97,150,152,248918,"Rear bumper:coating,exchange"
10958,1,14,35,176538,"Front bumper:exchange,coating"
10959,1,8,34,323048,"Rear bumper:coating,exchange"
10960,97,144,147,252478,"Rear bumper:coating,exchange"
10961,1,4,5,174160,Wheel:exchange
10962,97,131,160,209038,"Front bumper:exchange,coating"
10963,1,14,35,183818,"Front bumper:exchange,coating"
10964,1,13,42,331358,"Rear bumper:coating,exchange"
10965,97,133,133,473978,"Front bumper:exchange,coating"
10966,1,14,35,201338,"Rear bumper:coating,exchange"
10967,97,114,114,298978,"Rear bumper:coating,exchange"
10968,1,4,5,334356,"Rear bumper:repair,coating,exchange"
10969,1,4,5,336566,"Rear bumper:repair,coating,exchange"
10970,1,14,35,206528,"Rear bumper:coating,exchange"
10971,1,15,39,226938,"Front bumper:exchange,coating"
10972,97,118,122,297578,"Front bumper:exchange,coating"
10973,1,15,39,226938,"Front bumper:exchange,coating"
10974,1,15,39,226938,"Front bumper:exchange,coating"
10975,97,144,147,231448,"Front bumper:exchange,coating"
10976,1,14,35,328518,"Rear bumper:coating,exchange"
10977,1,4,4,246468,"Front bumper:exchange,coating"
10978,97,114,114,324908,"Rear bumper:coating,exchange"
10979,97,162,162,248558,"Rear bumper:coating,exchange"
10980,1,1,1,215338,"Front bumper:exchange,coating"
10981,1,30,30,272568,"Rear bumper:coating,exchange"
10982,97,99,165,315718,"Rear bumper:coating,exchange"
10983,97,158,158,250398,"Front bumper:exchange,coating"
10984,97,136,136,286378,"Rear bumper:coating,exchange"
10985,97,114,114,329278,"Rear bumper:coating,exchange"
10986,97,105,130,337278,"Rear bumper:coating,exchange"
10987,1,22,22,192978,"Rear bumper:coating,exchange"
10988,1,14,35,176538,"Front bumper:exchange,coating"
10989,1,14,35,185718,"Rear bumper:coating,exchange"
10990,97,99,99,314158,"Rear bumper:coating,exchange"
10991,1,14,35,227638,"Front bumper:exchange,coating"
10992,81,81,81,188378,"Rear bumper:coating,exchange"
10993,97,150,152,226338,"Rear bumper:coating,exchange"
10994,1,15,39,263838,"Front bumper:exchange,coating"
10995,1,22,22,216118,"Front bumper:exchange,coating"
10996,97,144,147,234478,"Front bumper:exchange,coating"
10997,97,118,120,705758,"Rear bumper:coating,exchange"
10998,1,29,29,1349418,"Front bumper:exchange,coating"
10999,1,1,1,306518,"Rear bumper:coating,exchange"
11000,1,22,22,206118,"Front bumper:exchange,coating"
11001,1,14,35,160948,"Front bumper:exchange,coating"
11002,97,105,130,271558,"Front bumper:exchange,coating"
11003,97,105,130,305598,"Rear bumper:coating,exchange"
11004,97,107,109,240868,"Front bumper:exchange,coating"
11005,1,22,22,205798,"Front bumper:exchange,coating"
11006,1,14,35,146780,Wheel:exchange
11007,97,118,122,292618,"Front bumper:exchange,coating"
11008,1,15,39,501158,"Rear bumper:coating,exchange"
11009,97,150,152,223518,"Rear bumper:coating,exchange"
11010,1,4,5,335688,"Rear bumper:coating,exchange"
11011,97,150,152,248918,"Rear bumper:coating,exchange"
11012,97,156,156,248378,"Front bumper:exchange,coating"
11013,1,8,8,371838,"Front bumper:exchange,coating"
11014,1,14,35,188078,"Front bumper:exchange,coating"
11015,1,14,35,229338,"Rear bumper:coating,exchange"
11016,1,13,42,329658,"Rear bumper:coating,exchange"
11017,1,14,35,162878,"Front bumper:exchange,coating"
11018,1,14,35,197818,"Front bumper:exchange,coating"
11019,97,162,162,510398,"Rear bumper:coating,exchange"
11020,1,14,35,188078,"Front bumper:exchange,coating"
11021,1,1,1,274498,"Rear bumper:coating,exchange"
11022,1,14,38,220758,"Rear bumper:coating,exchange"
11023,1,14,35,177438,"Front bumper:exchange,coating"
11024,1,30,30,260138,"Rear bumper:coating,exchange"
11025,1,22,22,513928,"Front bumper:exchange,coating"
11026,97,144,147,231448,"Front bumper:exchange,coating"
11027,97,105,130,311518,"Rear bumper:coating,exchange"
11028,97,114,116,264188,"Rear bumper:coating,exchange"
11029,97,118,122,263518,"Rear bumper:coating,exchange"
11030,97,133,133,259058,"Front bumper:exchange,coating"
11031,97,162,162,461278,"Front bumper:exchange,coating"
11032,1,30,30,533538,"Rear bumper:coating,exchange"
11033,1,4,4,258318,"Rear bumper:coating,exchange"
11034,1,4,5,289818,"Rear bumper:coating,exchange"
11035,97,114,115,324528,"Rear bumper:coating,exchange"
11036,97,99,165,316458,"Front bumper:exchange,coating"
11037,97,156,156,238338,"Rear bumper:coating,exchange"
11038,97,150,152,282988,"Rear bumper:coating,exchange"
11039,1,15,39,266828,"Rear bumper:coating,exchange"
11040,1,1,1,232188,"Rear bumper:coating,exchange"
11041,97,150,152,248938,"Rear bumper:coating,exchange"
11042,97,105,106,238248,"Front bumper:exchange,coating"
11043,1,15,39,238118,"Rear bumper:coating,exchange"
11044,97,105,130,313098,"Rear bumper:coating,exchange"
11045,97,105,130,267408,"Front bumper:exchange,coating"
11046,1,22,22,391118,"Front bumper:exchange,coating"
11047,97,162,162,282998,"Rear bumper:coating,exchange"
11048,81,81,81,536098,"Front bumper:exchange,coating"
11049,1,1,1,217998,"Front bumper:exchange,coating"
11050,97,99,165,362758,"Rear bumper:coating,exchange"
11051,97,114,114,274398,"Rear bumper:coating,exchange"
11052,1,4,5,232878,"Front bumper:exchange,coating"
11053,97,144,147,524838,"Front bumper:exchange,coating"
11054,1,1,1,261198,"Front bumper:exchange,coating"
11055,1,22,22,192558,"Front bumper:exchange,coating"
11056,97,162,162,246538,"Rear bumper:coating,exchange"
11057,71,75,79,85680,Front bumper:exchange
11058,1,8,8,237498,"Front bumper:exchange,coating"
11059,1,1,1,260200,Wheel:exchange
11060,1,13,42,430398,"Rear bumper:coating,exchange"
11061,1,13,42,316978,"Rear bumper:coating,exchange"
11062,97,105,106,254178,"Front bumper:exchange,coating"
11063,1,22,22,194758,"Rear bumper:coating,exchange"
11064,97,144,147,227878,"Front bumper:exchange,coating"
11065,1,29,29,364458,"Rear bumper:coating,exchange"
11066,1,14,35,172018,"Front bumper:exchange,coating"
11067,97,133,133,248198,"Front bumper:exchange,coating"
11068,97,97,97,378438,"Rear bumper:coating,exchange"
11069,97,144,147,531518,"Rear bumper:coating,exchange"
11070,1,4,5,296818,"Rear bumper:coating,exchange"
11071,97,162,162,556958,"Front bumper:exchange,coating"
11072,1,14,35,187798,"Rear bumper:coating,exchange"
11073,1,30,30,474258,"Front bumper:exchange,coating"
11074,97,105,106,239538,"Front bumper:exchange,coating"
11075,97,105,106,273718,"Rear bumper:coating,exchange"
11076,1,30,30,474258,"Front bumper:exchange,coating"
11077,1,25,25,318818,"Rear bumper:coating,exchange"
11078,1,14,35,172018,"Front bumper:exchange,coating"
11079,97,99,165,303398,"Rear bumper:coating,exchange"
11080,1,15,39,462708,"Rear bumper:coating,exchange"
11081,97,150,152,248918,"Rear bumper:coating,exchange"
11082,97,158,158,316458,"Rear bumper:coating,exchange"
11083,1,1,1,301198,"Rear bumper:coating,exchange"
11084,97,99,165,469600,Wheel:exchange
11085,1,15,39,274878,"Rear bumper:coating,exchange"
11086,1,10,10,329118,"Rear bumper:coating,exchange"
11087,1,13,42,533620,Wheel:exchange
11088,1,14,35,351618,"Front bumper:exchange,coating"
11089,97,105,106,273718,"Rear bumper:coating,exchange"
11090,1,20,20,261118,"Front bumper:exchange,coating"
11091,1,4,5,274258,"Rear bumper:coating,exchange"
11092,97,105,106,233118,"Front bumper:exchange,coating"
11093,1,15,39,93150,Front bumper:exchange
11094,97,99,165,405646,"Rear bumper:repair,coating,exchange"
11095,1,8,8,320718,"Rear bumper:coating,exchange"
11096,1,14,35,329778,"Rear bumper:coating,exchange"
11097,1,13,42,301358,"Rear bumper:coating,exchange"
11098,97,162,162,335358,"Rear bumper:coating,exchange"
11099,1,8,34,314278,"Rear bumper:coating,exchange"
11100,71,80,80,317958,"Rear bumper:coating,exchange"
11101,97,105,106,371138,"Front bumper:exchange,coating"
11102,97,144,147,493718,"Rear bumper:coating,exchange"
11103,1,17,43,237138,"Front bumper:exchange,coating"
11104,1,15,39,255698,"Rear bumper:coating,exchange"
11105,1,4,4,301178,"Rear bumper:coating,exchange"
11106,1,8,8,282238,"Rear bumper:coating,exchange"
11107,97,105,106,230418,"Front bumper:exchange,coating"
11108,97,114,114,311268,"Rear bumper:coating,exchange"
11109,97,114,114,274398,"Rear bumper:coating,exchange"
11110,97,114,115,226678,"Front bumper:exchange,coating"
11111,97,158,158,708478,"Front bumper:exchange,coating"
11112,1,14,35,173828,"Front bumper:exchange,coating"
11113,1,13,42,369628,"Rear bumper:coating,exchange"
11114,1,25,25,559088,"Rear bumper:coating,exchange"
11115,1,15,39,97290,Front bumper:exchange
11116,1,4,4,215418,"Front bumper:exchange,coating"
11117,1,4,4,320178,"Rear bumper:coating,exchange"
11118,97,105,106,236738,"Front bumper:exchange,coating"
11119,97,105,106,236738,"Front bumper:exchange,coating"
11120,1,13,42,506898,"Rear bumper:coating,exchange"
11121,1,8,8,298318,"Rear bumper:coating,exchange"
11122,1,13,42,291238,"Front bumper:exchange,coating"
11123,97,114,114,303438,"Rear bumper:coating,exchange"
11124,1,22,22,187578,"Rear bumper:coating,exchange"
11125,97,150,152,220218,"Rear bumper:coating,exchange"
11126,97,150,152,244878,"Rear bumper:coating,exchange"
11127,97,105,106,269318,"Rear bumper:coating,exchange"
11128,97,99,165,484660,Wheel:exchange
11129,1,15,39,264878,"Front bumper:exchange,coating"
11130,97,118,118,249558,"Rear bumper:coating,exchange"
11131,71,75,77,228758,"Front bumper:exchange,coating"
11132,1,14,38,207968,"Rear bumper:coating,exchange"
11133,97,114,114,294798,"Rear bumper:coating,exchange"
11134,97,114,114,274688,"Rear bumper:coating,exchange"
11135,1,8,8,224898,"Front bumper:exchange,coating"
11136,1,14,35,338018,"Rear bumper:coating,exchange"
11137,1,8,8,221278,"Front bumper:exchange,coating"
11138,1,10,10,257648,"Front bumper:exchange,coating"
11139,1,13,42,321168,"Rear bumper:coating,exchange"
11140,1,14,35,176538,"Front bumper:exchange,coating"
11141,1,4,4,280998,"Rear bumper:coating,exchange"
11142,97,150,152,222658,"Rear bumper:coating,exchange"
11143,97,114,114,266858,"Rear bumper:coating,exchange"
11144,1,14,35,172018,"Front bumper:exchange,coating"
11145,97,150,152,220218,"Rear bumper:coating,exchange"
11146,97,136,136,294108,"Rear bumper:coating,exchange"
11147,1,13,42,376918,"Rear bumper:coating,exchange"
11148,97,150,152,222658,"Rear bumper:coating,exchange"
11149,97,144,147,238728,"Front bumper:exchange,coating"
11150,1,32,36,260398,"Rear bumper:coating,exchange"
11151,97,114,114,298768,"Rear bumper:coating,exchange"
11152,1,4,4,225478,"Front bumper:exchange,coating"
11153,1,13,42,325978,"Rear bumper:coating,exchange"
11154,1,4,4,274028,"Front bumper:exchange,coating"
11155,97,144,147,248108,"Rear bumper:coating,exchange"
11156,97,144,147,210898,"Front bumper:exchange,coating"
11157,1,13,42,659878,"Rear bumper:coating,exchange"
11158,97,144,147,238728,"Front bumper:exchange,coating"
11159,97,150,152,469318,"Front bumper:exchange,coating"
11160,1,14,35,199598,"Rear bumper:coating,exchange"
11161,1,1,1,326038,"Rear bumper:coating,exchange"
11162,97,131,159,226328,"Rear bumper:coating,exchange"
11163,97,150,152,220218,"Rear bumper:coating,exchange"
11164,97,162,168,502538,"Rear bumper:coating,exchange"
11165,1,8,8,311938,"Rear bumper:coating,exchange"
11166,97,99,165,306978,"Rear bumper:coating,exchange"
11167,97,105,130,297268,"Rear bumper:coating,exchange"
11168,1,22,22,464458,"Rear bumper:coating,exchange"
11169,97,114,114,249598,"Front bumper:exchange,coating"
11170,97,99,165,319568,"Front bumper:exchange,coating"
11171,97,105,106,273718,"Rear bumper:coating,exchange"
11172,97,114,114,271378,"Rear bumper:coating,exchange"
11173,97,158,158,308968,"Rear bumper:coating,exchange"
11174,97,105,106,311958,"Rear bumper:coating,exchange"
11175,1,25,25,208718,"Rear bumper:coating,exchange"
11176,1,14,35,201868,"Rear bumper:coating,exchange"
11177,97,105,106,266388,"Rear bumper:coating,exchange"
11178,1,14,35,199598,"Rear bumper:coating,exchange"
11179,97,114,116,312298,"Rear bumper:coating,exchange"
11180,97,118,120,494268,"Rear bumper:coating,exchange"
11181,1,4,5,376216,"Rear bumper:repair,coating,exchange"
11182,97,99,165,346978,"Rear bumper:coating,exchange"
11183,97,150,152,223898,"Rear bumper:coating,exchange"
11184,97,133,133,258698,"Rear bumper:coating,exchange"
11185,97,99,165,316278,"Front bumper:exchange,coating"
11186,1,14,35,198028,"Rear bumper:coating,exchange"
11187,97,144,147,261738,"Front bumper:exchange,coating"
11188,1,15,39,517460,Front bumper:exchange
11189,1,14,35,222818,"Rear bumper:coating,exchange"
11190,97,162,162,565448,"Rear bumper:coating,exchange"
11191,1,14,35,198028,"Rear bumper:coating,exchange"
11192,1,15,39,241008,"Rear bumper:coating,exchange"
11193,1,22,22,195758,"Rear bumper:coating,exchange"
11194,97,105,106,316168,"Rear bumper:coating,exchange"
11195,1,15,39,210708,"Front bumper:exchange,coating"
11196,97,114,114,253358,"Front bumper:exchange,coating"
11197,1,22,22,211228,"Rear bumper:coating,exchange"
11198,1,13,42,627108,"Rear bumper:coating,exchange"
11199,97,118,118,298148,"Front bumper:exchange,coating"
11200,97,118,122,483038,"Rear bumper:coating,exchange"
11201,1,30,30,297148,"Rear bumper:coating,exchange"
11202,1,30,30,252928,"Front bumper:exchange,coating"
11203,97,144,147,274618,"Rear bumper:coating,exchange"
11204,97,105,106,234208,"Front bumper:exchange,coating"
11205,97,150,152,244878,"Rear bumper:coating,exchange"
11206,97,162,168,319088,"Front bumper:exchange,coating"
11207,1,15,39,270608,"Rear bumper:coating,exchange"
11208,97,150,152,232838,"Front bumper:exchange,coating"
11209,97,105,106,230418,"Front bumper:exchange,coating"
11210,97,150,154,239878,"Rear bumper:coating,exchange"
11211,97,144,147,277078,"Rear bumper:coating,exchange"
11212,97,150,152,250818,"Rear bumper:coating,exchange"
11213,97,158,158,364968,"Rear bumper:coating,exchange"
11214,1,25,25,298668,"Rear bumper:coating,exchange"
11215,1,14,35,195198,"Front bumper:exchange,coating"
11216,1,30,30,437798,"Rear bumper:coating,exchange"
11217,1,14,35,174728,"Front bumper:exchange,coating"
11218,1,1,1,234838,"Rear bumper:coating,exchange"
11219,1,22,22,184888,"Rear bumper:coating,exchange"
11220,97,144,147,282278,"Rear bumper:coating,exchange"
11221,1,15,39,436398,"Rear bumper:coating,exchange"
11222,1,22,22,189558,"Front bumper:exchange,coating"
11223,97,99,165,316278,"Front bumper:exchange,coating"
11224,97,150,154,185208,"Front bumper:exchange,coating"
11225,97,144,147,546058,"Front bumper:exchange,coating"
11226,1,22,22,189558,"Front bumper:exchange,coating"
11227,1,30,30,264328,"Rear bumper:coating,exchange"
11228,1,22,22,177628,"Front bumper:exchange,coating"
11229,97,144,147,499428,"Rear bumper:coating,exchange"
11230,1,4,4,253428,"Front bumper:exchange,coating"
11231,97,150,154,234468,"Rear bumper:coating,exchange"
11232,97,150,152,229558,"Front bumper:exchange,coating"
11233,97,105,106,262728,"Rear bumper:coating,exchange"
11234,71,75,77,434468,"Front bumper:exchange,coating"
11235,1,4,4,285448,"Rear bumper:coating,exchange"
11236,1,4,4,292078,"Rear bumper:coating,exchange"
11237,1,14,35,229268,"Rear bumper:coating,exchange"
11238,97,137,137,241678,"Rear bumper:coating,exchange"
11239,1,15,39,268408,"Rear bumper:coating,exchange"
11240,1,14,35,198028,"Rear bumper:coating,exchange"
11241,97,144,147,315438,"Rear bumper:coating,exchange"
11242,97,150,152,244878,"Rear bumper:coating,exchange"
11243,1,14,35,198028,"Rear bumper:coating,exchange"
11244,81,81,83,200628,"Rear bumper:coating,exchange"
11245,97,105,106,236338,"Front bumper:exchange,coating"
11246,97,114,116,253548,"Rear bumper:coating,exchange"
11247,1,13,13,234418,"Rear bumper:coating,exchange"
11248,1,15,15,246798,"Rear bumper:coating,exchange"
11249,1,15,39,98090,Front bumper:exchange
11250,97,114,114,315638,"Rear bumper:coating,exchange"
11251,97,150,152,222658,"Rear bumper:coating,exchange"
11252,97,162,168,217438,"Front bumper:exchange,coating"
11253,97,114,114,269878,"Rear bumper:coating,exchange"
11254,97,144,147,256858,"Front bumper:exchange,coating"
11255,1,1,1,263118,"Rear bumper:coating,exchange"
11256,1,22,22,202338,"Rear bumper:coating,exchange"
11257,1,4,4,254098,"Rear bumper:coating,exchange"
11258,97,99,165,332448,"Front bumper:exchange,coating"
11259,1,14,35,181908,"Front bumper:exchange,coating"
11260,97,158,158,301738,"Rear bumper:coating,exchange;Bumper:coating"
11261,97,150,152,223898,"Rear bumper:coating,exchange"
11262,1,22,22,454748,"Rear bumper:coating,exchange"
11263,1,4,4,247788,"Rear bumper:coating,exchange"
11264,97,136,136,529638,"Rear bumper:coating,exchange"
11265,1,14,35,345698,"Rear bumper:coating,exchange"
11266,1,15,39,502358,"Rear bumper:coating,exchange"
11267,97,114,114,392558,"Rear bumper:coating,exchange"
11268,97,97,97,311318,"Front bumper:exchange,coating"
11269,97,114,114,394518,"Rear bumper:coating,exchange"
11270,97,144,147,238728,"Front bumper:exchange,coating"
11271,97,105,106,235688,"Front bumper:exchange,coating"
11272,97,158,158,534100,Wheel:exchange
11273,97,144,147,285098,"Rear bumper:coating,exchange"
11274,1,13,42,682098,"Rear bumper:coating,exchange"
11275,97,97,97,319868,"Rear bumper:coating,exchange"
11276,1,8,8,419218,"Front bumper:exchange,coating"
11277,1,14,35,193078,"Rear bumper:coating,exchange"
11278,1,22,22,193318,"Rear bumper:coating,exchange"
11279,1,4,4,332948,"Rear bumper:coating,exchange"
11280,1,10,10,256208,"Front bumper:exchange,coating"
11281,97,105,106,269318,"Rear bumper:coating,exchange"
11282,1,8,8,299248,"Rear bumper:coating,exchange"
11283,1,22,22,205288,"Rear bumper:coating,exchange"
11284,97,162,162,228508,"Rear bumper:coating,exchange"
11285,81,81,83,205838,"Rear bumper:coating,exchange"
11286,97,105,106,311958,"Rear bumper:coating,exchange"
11287,71,71,74,283258,"Front bumper:exchange,coating"
11288,97,118,122,548678,"Rear bumper:coating,exchange"
11289,97,150,154,187198,"Front bumper:exchange,coating"
11290,97,144,147,561058,"Front bumper:exchange,coating"
11291,1,30,30,488058,"Rear bumper:coating,exchange"
11292,97,114,114,297008,"Rear bumper:coating,exchange"
11293,1,10,10,710358,"Front bumper:exchange,coating"
11294,97,105,106,269318,"Rear bumper:coating,exchange"
11295,1,15,39,309518,"Rear bumper:coating,exchange"
11296,97,150,154,213358,"Rear bumper:coating,exchange"
11297,97,150,152,223278,"Rear bumper:coating,exchange"
11298,97,105,106,269318,"Rear bumper:coating,exchange"
11299,97,105,106,280338,"Front bumper:exchange,coating"
11300,97,99,165,306978,"Rear bumper:coating,exchange"
11301,97,144,147,444238,"Front bumper:exchange,coating"
11302,97,144,146,230508,"Front bumper:exchange,coating"
11303,1,15,39,667628,"Bumper:coating,exchange"
11304,97,99,104,329439,"Bumper:coating,exchange"
11305,51,64,64,292849,Front bumper:exchange;Bumper:coating
11306,97,144,145,328469,"Bumper:coating,exchange"
11307,1,14,37,181319,"Bumper:coating,exchange"
11308,97,118,122,442189,"Bumper:coating,exchange"
11309,97,105,128,313169,"Rear bumper:coating,exchange"
11310,1,15,39,689717,"Rear bumper:coating,exchange"
11311,1,15,39,656319,"Bumper:coating,exchange"
11312,1,4,5,261029,Front bumper:exchange;Bumper:coating
11313,1,14,38,346789,"Rear bumper:coating,exchange"
11314,1,13,42,260639,"Rear bumper:coating,exchange"
11315,1,14,37,732869,"Bumper:coating,exchange"
11316,97,99,165,339469,"Rear bumper:coating,exchange"
11317,97,150,152,381429,"Rear bumper:coating,exchange"
11318,1,15,39,265539,"Rear bumper:coating,exchange"
11319,1,30,30,353389,Front bumper:exchange;Bumper:coating
11320,1,1,2,587819,"Bumper:coating,repair,exchange"
11321,1,14,38,205978,"Front bumper:exchange,coating"
11322,51,64,64,630438,"Front bumper:exchange,coating"
11323,97,150,151,286259,"Bumper:coating,exchange"
11324,51,64,64,1033558,"Front bumper:exchange,coating"
11325,1,13,42,367178,"Rear bumper:coating,exchange"
11326,97,118,123,288548,"Front bumper:exchange,coating"
11327,1,28,28,467629,"Bumper:coating,exchange"
11328,97,118,122,269759,"Bumper:coating,exchange"
11329,97,144,147,550219,"Bumper:coating,exchange"
11330,1,15,40,300608,"Rear bumper:coating,exchange"
11331,97,170,170,268529,"Rear bumper:coating,exchange"
11332,1,13,42,585028,"Front bumper:exchange,coating"
11333,97,144,145,311569,"Bumper:coating,exchange"
11334,97,162,163,557138,"Front bumper:exchange,coating"
11335,1,13,42,336818,"Front bumper:exchange,coating"
11336,1,13,42,270758,"Rear bumper:coating,exchange"
11337,1,14,38,243748,"Rear bumper:coating,exchange"
11338,97,162,163,598848,"Rear bumper:coating,exchange"
11339,97,144,145,249098,"Front bumper:exchange,coating"
11340,97,150,152,188749,"Bumper:coating,exchange"
11341,97,114,114,233459,"Rear bumper:coating,exchange"
11342,97,118,122,339518,"Front bumper:exchange,coating"
11343,1,10,12,234809,"Rear bumper:coating,exchange"
11344,1,14,35,212478,"Rear bumper:coating,exchange"
11345,1,13,42,408478,"Rear bumper:coating,exchange"
11346,1,13,42,411898,"Rear bumper:coating,exchange"
11347,97,150,152,178849,"Rear bumper:coating,exchange"
11348,97,144,147,263388,"Front bumper:exchange,coating"
11349,51,58,69,281878,"Front bumper:exchange,coating"
11350,97,105,106,301318,"Rear bumper:coating,exchange"
11351,97,162,163,693308,"Rear bumper:coating,exchange"
11352,1,13,42,338058,"Rear bumper:coating,exchange"
11353,97,105,106,254058,"Front bumper:exchange,coating"
11354,1,22,22,188058,"Rear bumper:coating,exchange"
11355,1,13,42,317968,"Rear bumper:coating,exchange"
11356,1,20,20,326798,"Rear bumper:repair,coating,exchange"
11357,1,13,42,182920,Wheel:exchange;Wheel:exchange
11358,97,144,147,248498,"Rear bumper:coating,exchange"
11359,1,15,39,611328,"Rear bumper:coating,exchange"
11360,97,114,116,198338,"Front bumper:exchange,coating"
11361,1,25,26,284218,"Front bumper:exchange,coating"
11362,71,75,77,216808,"Front bumper:exchange,coating"
11363,1,1,1,254468,"Front bumper:exchange,coating"
11364,1,13,16,242328,"Rear bumper:coating,exchange"
11365,97,105,130,260528,"Front bumper:exchange,coating"
11366,97,118,122,277888,"Front bumper:exchange,coating"
11367,81,82,82,286928,"Rear bumper:coating,exchange"
11368,97,114,114,204678,"Front bumper:exchange,coating"
11369,1,14,14,305878,"Rear bumper:coating,exchange"
11370,97,150,152,242588,"Rear bumper:coating,exchange"
11371,97,118,122,588758,"Rear bumper:coating,exchange"
11372,1,15,39,496368,"Rear bumper:coating,exchange"
11373,1,1,1,258288,"Rear bumper:coating,exchange"
11374,1,14,35,238978,"Front bumper:exchange,coating"
11375,97,144,147,222078,"Front bumper:exchange,coating"
11376,97,144,147,259018,"Rear bumper:coating,exchange"
11377,81,81,83,196048,"Rear bumper:coating,exchange"
11378,97,150,154,224278,"Rear bumper:coating,exchange"
11379,97,150,152,540528,"Front bumper:exchange,coating"
11380,1,22,23,195418,"Front bumper:exchange,coating"
11381,71,75,78,238348,"Rear bumper:coating,exchange"
11382,97,99,165,459359,"Bumper:coating,exchange"
11383,97,118,125,519109,"Bumper:coating,exchange"
11384,1,4,6,308688,"Rear bumper:coating,exchange"
11385,97,114,114,198459,"Rear bumper:coating,exchange"
11386,1,14,35,186548,"Front bumper:exchange,coating"
11387,97,114,115,370408,"Rear bumper:coating,exchange"
11388,97,144,147,418779,"Bumper:coating,exchange"
11389,97,150,154,262538,"Rear bumper:coating,exchange"
11390,97,114,114,295268,"Rear bumper:coating,exchange"
11391,97,162,163,648708,"Rear bumper:coating,exchange"
11392,1,14,38,437678,"Rear bumper:coating,exchange"
11393,97,114,114,323278,"Rear bumper:coating,exchange"
11394,1,13,42,287028,"Front bumper:exchange,coating"
11395,71,75,79,384118,"Rear bumper:coating,exchange"
11396,1,15,15,263118,"Rear bumper:coating,exchange"
11397,97,114,114,266278,"Rear bumper:coating,exchange"
11398,1,20,20,275628,"Front bumper:exchange,coating"
11399,1,13,13,253178,"Front bumper:exchange,coating"
11400,97,118,122,534218,"Rear bumper:coating,exchange"
11401,1,13,13,240308,"Rear bumper:coating,exchange"
11402,97,97,97,284308,"Rear bumper:coating,exchange"
11403,97,97,97,382108,"Front bumper:exchange,coating"
11404,97,105,130,300000,"Rear bumper:coating,exchange"
11405,1,8,34,289818,"Front bumper:exchange,coating"
11406,97,118,122,470000,"Rear bumper:coating,exchange"
11407,97,144,145,560000,"Rear bumper:repair,coating,exchange"
11408,97,150,152,200000,"Rear bumper:coating,exchange"
11409,97,144,147,220000,"Front bumper:exchange,coating"
11410,97,99,99,320000,"Front bumper:exchange,coating"
11411,97,105,106,218618,"Front bumper:exchange,coating"
11412,97,99,99,250000,"Rear bumper:coating,exchange"
11413,1,4,5,210000,"Front bumper:exchange,coating"
11414,97,99,99,330818,"Rear bumper:coating,exchange"
11415,97,99,99,280000,"Rear bumper:coating,exchange"
11416,97,114,115,210000,"Rear bumper:coating,exchange"
11417,97,97,97,259000,"Rear bumper:coating,exchange"
11418,97,118,118,290000,"Front bumper:exchange,coating"
11419,97,150,152,198000,"Rear bumper:coating,exchange"
11420,97,105,106,249388,"Rear bumper:coating,exchange"
11421,97,144,147,210000,"Front bumper:exchange,coating"
11422,97,99,165,310000,"Front bumper:exchange,coating"
11423,1,22,22,188000,"Rear bumper:coating,exchange"
11424,97,162,162,400000,"Front bumper:exchange,coating"
11425,97,150,152,225000,"Rear bumper:coating,exchange"
11426,97,118,122,258000,"Front bumper:exchange,coating"
11427,97,144,147,579000,"Rear bumper:coating,exchange"
11428,1,4,5,298258,"Rear bumper:coating,exchange"
11429,97,150,152,441888,"Front bumper:exchange,coating"
11430,97,144,145,302890,"Rear bumper:coating,exchange"
11431,1,22,22,488408,"Rear bumper:coating,exchange"
11432,1,4,4,280000,"Rear bumper:coating,exchange"
11433,1,14,35,190000,"Rear bumper:coating,exchange"
11434,97,162,162,350000,"Rear bumper:coating,exchange"
