category_id,cnt,maker,model,detail,model_detail,cost_wages,cost_repairparts,cost_total,part,repair
as-0060816,35408,기아,카니발,올뉴카니발(14),2.2디젤럭셔리(11인승),454166.0,0,454166,,"Front bumper:repair,coating"
as-0060827,35413,현대,투싼,올뉴투싼(15),UⅡ 1.7 모던,367146.0,0,367146,Front bumper,"Front bumper:repair,coating"
as-0060844,35427,기아,K3,K3(18),프레스티지,638027.0,81900,719927,,Front bumper:repair;Bumper:coating
as-0060880,35452,기아,카니발,올뉴카니발(14),2.2디젤럭셔리(9인승),464126.0,0,464126,Front bumper,"Front bumper:repair,coating"
as-0060881,35453,기아,K5,K5(15),디젤 1.7 노블레스,372396.0,25100,397496,Front bumper,"Front bumper:repair,coating"
as-0060884,35455,현대,쏘나타,쏘나타(19),G2.0,400347.0,0,400347,,Front bumper:repair;Bumper:coating
as-0060888,35459,기아,K3,K3(18),럭셔리,331947.0,0,331947,,Front bumper:repair;Bumper:coating
as-0060913,35476,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,317207.0,0,317207,Rear bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0060979,35519,기아,카니발,그랜드카니발,리무진 GLX,368636.0,0,368636,Trunk lid,"Front bumper:repair,coating"
as-0060994,35527,현대,쏘나타,LF 쏘나타,2.0CVVT 케어플러스,512399.0,0,512399,Front bumper,"Bumper:coating,exchange"
as-0061023,35550,르노삼성,SM6,SM6,2.0 GDE RE,422766.0,0,422766,,"Front bumper:repair,coating"
as-0061058,35576,현대,그랜저,그랜져IG(17),가솔린 3.0 익스,416116.0,0,416116,Front bumper,"Front bumper:repair,coating"
as-0061067,35583,기아,K3,K3(4도어)(16),트랜디(가솔린),342876.0,0,342876,,"Front bumper:repair,coating"
as-0061117,35614,기아,모닝,올 뉴 모닝(11),디럭스,524069.0,0,524069,Rear bumper,"Bumper:coating,exchange"
as-0061154,35639,현대,싼타페,싼타페TM(18),디젤2.0 인스퍼레이션,613969.0,0,613969,"Front fender,Front bumper","Bumper:coating,exchange"
as-0061216,35678,현대,투싼,올뉴투싼(15),R2.0 프리미엄,367146.0,0,367146,Front bumper,"Front bumper:repair,coating"
as-0061221,35680,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,345487.0,0,345487,Rear bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0061243,35697,현대,그랜저,HG그랜져,HG 240,369366.0,0,369366,,"Front bumper:repair,coating"
as-0061245,35698,현대,G80,제네시스(14),G330 Premium,354477.0,0,354477,,Front bumper:repair;Bumper:coating
as-0061309,35741,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,322704.0,0,322704,,"Bumper:coating,exchange"
as-0061342,35763,현대,쏘나타,쏘나타(19),G2.0,597077.0,0,597077,,Front bumper:repair;Bumper:coating
as-0061355,35772,현대,쏘나타,LF 쏘나타,2.0 LPI,292619.0,0,292619,,"Bumper:coating,exchange"
as-0061360,35775,기아,쏘렌토,올뉴쏘렌토(18),마스터(2.0디젤),449221.0,0,449221,Front bumper,"Front bumper:repair,coating"
as-0061367,35782,현대,싼타페,싼타페TM(18),디젤2.0,490582.0,45800,536382,Front bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0061384,35797,기아,K3,K3(18),럭셔리,327949.0,0,327949,Front bumper,"Bumper:coating,exchange"
as-0061385,35798,기아,모닝,올뉴모닝(17),프레스티지,301778.0,0,301778,,"Front bumper:repair,coating"
as-0061396,35805,기아,K5,K5(18),가솔린 2.0 인텔리젼트,372396.0,0,372396,,"Front bumper:repair,coating"
as-0061411,35816,기아,모닝,올 뉴 모닝(11),럭셔리,299127.0,0,299127,,"Front bumper:repair;Bumper:coating,exchange"
as-0061413,35818,현대,그랜저,HG그랜져,HG 240,369366.0,0,369366,,"Front bumper:repair,coating"
as-0061418,35820,현대,그랜저,HG그랜져,HG 240 (15),369366.0,0,369366,,"Front bumper:repair,coating"
as-0061424,35825,현대,그랜저,그랜져IG(17),가솔린 3.0 익스,416116.0,0,416116,"Rear fender,Rear bumper,Rear door","Front bumper:repair,coating"
as-0061437,35832,현대,코나,코나EV(19),모던,381897.0,0,381897,,"Front bumper:repair;Bumper:coating,exchange"
as-0061439,35834,기아,K9,K9(18),3.8GDi 플레티넘Ⅰ,555349.0,0,555349,,"Bumper:coating,exchange"
as-0061452,35839,기아,레이,레이,1.0 가솔린 프레스티지,752222.0,100000,852222,"Front fender,Front bumper",Front bumper:repair;Bumper:coating
as-0061456,35841,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,382077.0,0,382077,Rear bumper,Front bumper:repair;Bumper:coating
as-0061458,35843,르노삼성,SM3,뉴SM3(2012),RE,409172.0,0,409172,,Front bumper:repair;Bumper:coating
as-0061506,35868,쌍용,코란도,뷰티풀코란도,C5(가솔린),611869.0,0,611869,,"Bumper:coating,exchange"
as-0061516,35873,현대,G70,G70(17),2.0T,835242.0,0,835242,,Front bumper:repair;Bumper:coating
as-0061540,35885,현대,싼타페,싼타페DM,디젤 2.0 4WD,498277.0,0,498277,Front fender,Front bumper:repair;Bumper:coating
as-0061544,35888,현대,아반떼,아반떼AD(16),1.6 GDI 모던,317859.0,0,317859,,"Bumper:coating,exchange"
as-0061561,35896,기아,모닝,올 뉴 모닝(11),스마트,384447.0,0,384447,,Front bumper:repair;Bumper:coating
as-0061579,35905,기아,셀토스,셀토스(19),1.6디젤 노블레스,609739.0,0,609739,Front bumper,"Bumper:coating,exchange"
as-0061595,35913,기아,레이,레이,1.0 가솔린 에코프레스티지,600319.0,0,600319,Front bumper,"Bumper:coating,exchange"
as-0061606,35922,현대,G80,제네시스(14),G330 Premium,717852.0,0,717852,,Front bumper:repair;Bumper:coating
as-0061618,35930,기아,K3,K3(18),럭셔리,589072.0,0,589072,Front fender,"Front bumper:repair;Bumper:coating,exchange"
as-0061643,35947,현대,아반떼,아반떼MD(13),1.6 GDI,604262.0,0,604262,,"Front bumper:repair;Bumper:coating,exchange"
as-0061674,35964,현대,G80,제네시스(14),G330 Premium,689307.0,0,689307,Front bumper,Front bumper:repair;Bumper:coating
as-0061683,35969,기아,K3,K3(18),럭셔리,589072.0,0,589072,,"Front bumper:repair;Bumper:coating,exchange"
as-0061698,35977,현대,그랜저,HG그랜저,HG 240,557722.0,0,557722,Front bumper,Front bumper:repair;Bumper:coating
as-0061707,35982,현대,그랜저,그랜저(19)-IG,가솔린 2.5,600399.0,0,600399,"Front fender,Side mirror",Side mirror:exchange
as-0061715,35989,현대,그랜저,그랜저(19)-IG,가솔린 2.5,324629.0,0,324629,,"Bumper:coating,exchange"
as-0061730,35995,현대,아반떼,아반떼MD(13),1.6 GDI,389997.0,0,389997,Front bumper,Front bumper:repair;Bumper:coating
as-0061740,36001,현대,G70,G70(17),3.3T 스포츠,486587.0,0,486587,"Front door,Rocker panel(L)","Front bumper:repair;Bumper:coating,exchange"
as-0061746,36006,현대,EQ900,EQ900,3.3T-GDI 럭셔리,435627.0,0,435627,Front bumper,Front bumper:repair;Bumper:coating
as-0061758,36011,기아,K3,K3(18),럭셔리,409302.0,4100,413402,,Front bumper:repair;Bumper:coating
as-0061765,36016,현대,그랜저,그랜저IG(17),가솔린 3.0 익스 스페셜,450997.0,0,450997,,"Front bumper:repair;Bumper:coating,exchange"
as-0061772,36019,기아,K9,K9(18),3.8GDi 플레티넘Ⅱ,738949.0,0,738949,Head lights,"Bumper:coating,exchange"
as-0061775,36021,현대,싼타페,싼타페DM,디젤 2.0 2WD,675632.0,0,675632,,"Front bumper:repair;Bumper:coating,exchange"
as-0061780,36024,기아,모닝,올뉴모닝(15),디럭스,291009.0,73636,364645,Front fender,"Bumper:coating,exchange"
as-0061785,36028,기아,니로,니로,노블레스,385536.0,0,385536,,"Front bumper:repair,coating"
as-0061786,36029,기아,모닝,올뉴모닝(15),디럭스,593367.0,0,593367,,"Front bumper:repair;Bumper:coating,exchange"
as-0061797,36035,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,392207.0,0,392207,Rear fender,"Front bumper:repair;Bumper:coating,exchange"
as-0061802,36037,현대,그랜저,그랜저(19)-IG,가솔린 2.5,432127.0,0,432127,Front bumper,Front bumper:repair;Bumper:coating
as-0061804,36039,현대,아반떼,아반떼AD(16),1.6 GDI 스타일,364629.0,0,364629,Front fender,"Bumper:coating,exchange"
as-0061805,36040,현대,G80,제네시스(14),G380 Exclusive,480139.0,0,480139,,"Bumper:coating,exchange"
as-0061825,36048,현대,싼타페,싼타페DM,디젤 2.0 4WD,648299.0,0,648299,,"Bumper:coating,exchange"
as-0061892,36083,기아,카니발,올뉴카니발(14),2.2디젤노블레스(9인승),625347.0,0,625347,Front bumper,Front bumper:repair;Bumper:coating
as-0061935,36106,기아,모닝,올뉴모닝(15),럭셔리,432329.0,0,432329,Front bumper,"Bumper:coating,exchange"
as-0061942,36112,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,598927.0,0,598927,,Front bumper:repair;Bumper:coating
as-0061955,36119,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,587599.0,0,587599,Rear bumper,"Bumper:coating,exchange"
as-0061959,36122,현대,싼타페,싼타페TM(18),디젤2.0 인스퍼레이션,352899.0,0,352899,Front fender,"Bumper:coating,exchange"
as-0061962,36124,현대,싼타페,싼타페(15),디젤2.0  익스 스페셜,731899.0,0,731899,"Rear fender,Rear bumper","Bumper:coating,exchange"
as-0061979,36132,현대,그랜저,그랜저(19)-IG,가솔린 2.5,757447.0,0,757447,"Bonnet,Front bumper","Front bumper:repair;Bumper:coating,exchange"
as-0061983,36135,현대,G70,G70(17),3.3T 스포츠,486587.0,0,486587,Rear fender,"Front bumper:repair;Bumper:coating,exchange"
as-0062012,36148,현대,쏘나타,쏘나타(19),L2.0,422957.0,0,422957,Rear fender,"Front bumper:repair;Bumper:coating,exchange"
as-0062014,36150,현대,그랜저,그랜저IG(17),가솔린 3.0 익스 스페셜,448927.0,0,448927,Front bumper,Front bumper:repair;Bumper:coating
as-0062015,36151,현대,싼타페,싼타페DM,디젤 2.0 4WD,648299.0,0,648299,,"Bumper:coating,exchange"
as-0062025,36157,현대,싼타페,싼타페DM,디젤2.0 4WD(2015),878877.0,0,878877,Bonnet,"Front bumper:repair;Bumper:coating,exchange"
as-0062058,36178,기아,K3,K3(18),노블레스,456369.0,0,456369,,"Bumper:coating,exchange"
as-0062065,36182,기아,레이,레이,1.0 가솔린 프레스티지,651812.0,0,651812,,"Front bumper:repair;Bumper:coating,exchange"
as-0062066,36183,기아,셀토스,셀토스(19),1.6가솔린터보 노블레스,20290.0,0,20290,Side mirror,Side mirror:exchange
as-0062072,36188,기아,모닝,올 뉴 모닝(11),럭셔리,320249.0,0,320249,,"Bumper:coating,exchange"
as-0062076,36190,기아,쏘렌토,올뉴쏘렌토(18),2.2 디젤 노블레스 스페셜,458686.0,0,458686,,"Front bumper:repair,coating;Bumper:coating"
as-0062109,36208,기아,K8,K8(21)-GL3,3.5 가솔린,809912.0,0,809912,Front fender,"Front bumper:repair;Bumper:coating,exchange"
as-0062146,36225,기아,레이,레이,1.0 가솔린 럭셔리,407432.0,0,407432,,Front bumper:repair;Bumper:coating
as-0062147,36226,기아,카니발,올뉴카니발(14),2.2디젤노블레스(9인승),625347.0,0,625347,,Front bumper:repair;Bumper:coating
as-0062169,36243,현대,아반떼,아반떼AD(16),1.6 GDI 모던,317859.0,0,317859,Rear bumper,"Bumper:coating,exchange"
as-0062177,36251,현대,그랜저,HG그랜저,HG 300,344039.0,0,344039,,"Bumper:coating,exchange"
as-0062186,36257,현대,아반떼,아반떼AD(16),1.6 GDI 프리미엄,599039.0,0,599039,,"Bumper:coating,exchange"
as-0062211,36266,현대,쏘나타,쏘나타(19),L2.0,346967.0,0,346967,"Front fender,Front bumper","Front bumper:repair;Bumper:coating,exchange"
as-0062234,36281,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,475769.0,0,475769,,"Bumper:coating,repair,exchange"
as-0062238,36283,현대,싼타페,싼타페TM(18),가솔린2.0 T,444292.0,0,444292,,Front bumper:repair;Bumper:coating
as-0062290,36313,현대,아이오닉,아이오닉,I,389580.0,92728,482308,"Front bumper,Wheel",Wheel:exchange
as-0062293,36314,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,368419.0,0,368419,,"Bumper:coating,exchange"
as-0062298,36316,쌍용,코란도,코란도 투리스모,LT (11),354516.0,0,354516,"Rear bumper,Trunk lid","Front bumper:repair,coating"
as-0062304,36321,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,297469.0,0,297469,Side mirror,Side mirror:exchange
as-0062309,36325,기아,K7,올 뉴 K7,2.4 GDI 프레스티지,401826.0,0,401826,Front bumper,"Front bumper:repair,coating"
as-0062355,36355,현대,코나,코나EV(19),모던,5500.0,0,5500,,Side mirror:exchange
as-0062385,36374,현대,투싼,올뉴투싼(15),R2.0 모던,446475.0,0,446475,,"Front bumper:repair,coating"
as-0062387,36376,기아,K7,올 뉴 K7,2.4 GDI 프레스티지,454171.0,0,454171,,"Front bumper:repair,coating"
as-0062393,36381,현대,그랜저,HG그랜져,HG 300,726499.0,0,726499,"Front door,Front fender,Rear door","Bumper:coating,exchange"
as-0062394,36382,현대,그랜저,HG그랜져,HG 240,274014.0,0,274014,"Front fender,Front bumper","Bumper:coating,exchange"
as-0062425,36402,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 프리미엄 스페셜,367361.0,0,367361,Front bumper,"Front bumper:repair,coating"
as-0062443,36414,현대,그랜저,HG그랜져,HG 240 (15),507102.0,0,507102,"Front fender,Front bumper",Front bumper:repair;Bumper:coating
as-0062447,36417,기아,K3,K3(18),노블레스,480649.0,0,480649,Front bumper,"Bumper:coating,exchange"
as-0062461,36426,현대,아반떼,아반떼MD(13),1.6 GDI,346916.0,0,346916,Side mirror,"Front bumper:repair,coating"
as-0062468,36430,기아,K9,K9(18),3.8GDi 플레티넘Ⅱ,360179.0,0,360179,,"Bumper:coating,exchange"
as-0062477,36436,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,586087.0,0,586087,Front bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0062482,36441,기아,카니발,올뉴카니발(14),2.2디젤프레스티지(9인승),418096.0,0,418096,,"Front bumper:repair,coating"
as-0062487,36445,기아,모닝,올 뉴 모닝(11),럭셔리,808429.0,0,808429,Front fender,"Bumper:coating,exchange"
as-0062488,36446,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,416116.0,0,416116,Front bumper,"Front bumper:repair,coating"
as-0062495,36450,기아,모닝,올 뉴 모닝(11),럭셔리,261399.0,0,261399,Rear door,"Bumper:coating,exchange"
as-0062505,36458,현대,아반떼,아반떼AD(16),1.6 GDI 프리미엄,487387.0,0,487387,,Front bumper:repair;Bumper:coating
as-0062518,36467,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 럭셔리,620909.0,0,620909,Front bumper,"Bumper:coating,exchange"
as-0062530,36473,현대,싼타페,싼타페TM(18),디젤2.0,400537.0,45800,446337,Front bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0062533,36474,기아,K7,K7,GDI 3.3,338186.0,0,338186,Front bumper,"Front bumper:repair,coating"
as-0062537,36477,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,299649.0,0,299649,,"Bumper:coating,exchange"
as-0062552,36487,기아,K3,K3(18),노블레스,367429.0,0,367429,,"Bumper:coating,repair,exchange"
as-0062620,36523,쌍용,티볼리,티볼리,VX (가솔린),382046.0,0,382046,Front bumper,"Front bumper:repair,coating"
as-0062626,36527,기아,모닝,올뉴모닝(17),프레스티지,299086.0,0,299086,Front bumper,"Front bumper:repair,coating"
as-0062635,36532,현대,베뉴,베뉴(19),모던,349317.0,0,349317,Front bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0062637,36533,기아,K7,올 뉴 K7,3.3 GDI 노블레스,391506.0,0,391506,Front bumper,"Front bumper:repair,coating"
as-0062640,36536,현대,그랜저,HG그랜져,HG 220 (15),366137.0,0,366137,,"Front bumper:repair;Bumper:coating,exchange"
as-0062650,36543,현대,그랜저,HG그랜져,HG 300,326957.0,0,326957,,"Front bumper:repair;Bumper:coating,exchange"
as-0062672,36556,기아,K5,K5(18),가솔린 2.0 프레스티지,362410.0,0,362410,Rear fender,"Front bumper:repair,coating"
as-0062674,36558,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,361947.0,0,361947,Wheel,Front bumper:repair;Bumper:coating
as-0062686,36562,현대,아반떼,아반떼AD(16),1.6 GDI 프리미엄,354977.0,0,354977,"Front bumper,Wheel",Front bumper:repair;Bumper:coating
as-0062724,36579,기아,스포티지,스포티지(16),노블레스 2.0,395441.0,0,395441,Front bumper,"Front bumper:repair,coating"
as-0062729,36580,기아,K3,K3,노블레스,420007.0,0,420007,,Front bumper:repair;Bumper:coating
as-0062762,36602,기아,K9,K9(18),3.8GDi 플레티넘Ⅲ,334379.0,127800,462179,Front bumper,"Bumper:coating,exchange"
as-0062820,36639,현대,아반떼,아반떼AD(16),1.6 GDI 프리미엄,556249.0,0,556249,Rear fender,"Bumper:coating,exchange"
as-0062821,36640,현대,싼타페,싼타페DM,디젤 2.0 2WD,615299.0,0,615299,,"Bumper:coating,exchange"
as-0062823,36641,현대,싼타페,싼타페DM,디젤 2.0 2WD,615299.0,0,615299,Front bumper,"Bumper:coating,exchange"
as-0062824,36642,기아,카니발,올뉴카니발(14),2.2디젤프레스티지(9인승),518811.0,0,518811,Rear bumper,"Front bumper:repair,coating"
as-0062882,36674,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 LPi,345016.0,0,345016,,"Front bumper:repair,coating"
as-0062885,36676,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,328539.0,0,328539,,"Bumper:coating,exchange"
as-0062891,36680,현대,아반떼,아반떼AD(16),1.6 e-VGT 스마트,608204.0,0,608204,,"Bumper:coating,exchange"
as-0062895,36681,기아,K3,K3(18),프레스티지,609717.0,0,609717,Front bumper,Front bumper:repair;Bumper:coating
as-0062898,36683,현대,G70,G70(17),2.0T,574917.0,0,574917,Side mirror,"Front bumper:repair;Bumper:coating,exchange"
as-0062905,36688,기아,스팅어,스팅어(17),2.0 터보 플레티넘,435068.0,0,435068,Front door,"Front bumper:repair,coating"
as-0062906,36689,기아,K3,K3(18),럭셔리,610887.0,0,610887,,"Front bumper:repair;Bumper:coating,exchange"
as-0062913,36694,현대,싼타페,싼타페(15),디젤2.0  프리미엄,653467.0,0,653467,,"Front bumper:repair;Bumper:coating,exchange"
as-0062916,36696,기아,프라이드,프라이드4DR(15),1.4 디럭스(가솔린),336116.0,0,336116,,"Front bumper:repair,coating"
as-0062926,36701,기아,스포티지,스포티지(16),프레스티지 2.0,97310.0,0,97310,Front door,Wheel:exchange
as-0062930,36704,기아,니로,니로EV(19),노블레스,624637.0,0,624637,Front bumper,Front bumper:repair;Bumper:coating
as-0062972,36728,기아,모하비,모하비(16),프레지던트(4WD),449601.0,0,449601,Front bumper,"Front bumper:repair,coating"
as-0062983,36735,기아,K7,올 뉴 K7,2.4 GDI 프레스티지,397518.0,0,397518,Front bumper,"Front bumper:repair,coating"
as-0063023,36762,기아,모닝,올뉴모닝(15),디럭스,249019.0,0,249019,Front bumper,"Bumper:coating,exchange"
as-0063059,36786,기아,K9,K9(18),3.3T GDi 마스터즈Ⅱ,368419.0,0,368419,Front bumper,"Bumper:coating,exchange"
as-0063078,36798,기아,셀토스,셀토스(19),1.6가솔린터보 프레스티지,682247.0,0,682247,,Front bumper:repair;Bumper:coating
as-0063086,36804,기아,모닝,올뉴모닝(15),럭셔리,253149.0,0,253149,Front bumper,"Bumper:coating,exchange"
as-0063090,36806,기아,모닝,올뉴모닝(17),디럭스,334184.0,0,334184,"Front fender,Front bumper","Front bumper:repair,coating"
